student_id,session_date,session_number,problem,operation,correct_answer,user_answer,is_correct,attempts_needed,time_spent_seconds,difficulty_level,error_type
3,2024-01-22,6,14 - 3,Subtraction,11,11,True,1,7,Easy,
3,2024-01-26,7,10 + 9,Addition,19,19,True,1,7,Easy,
3,2024-01-26,7,48 ÷ 6,Division,8,8,True,1,11,Easy,
3,2024-01-26,7,56 ÷ 8,Division,7,7,True,1,12,Easy,
3,2024-01-26,7,12 × 6,Multiplication,72,72,True,1,19,Hard,
3,2024-01-26,7,50 ÷ 10,Division,5,5,True,1,12,Easy,
3,2024-01-26,7,6 + 3,Addition,9,9,True,1,9,Easy,
3,2024-01-26,7,30 ÷ 6,Division,5,5,True,1,13,Easy,
3,2024-01-26,7,4 × 9,Multiplication,36,36,True,1,14,Medium,
3,2024-01-26,7,7 - 2,Subtraction,5,5,True,1,8,Easy,
3,2024-01-26,7,14 - 14,Subtraction,0,0,True,1,8,Easy,
3,2024-01-26,7,12 - 7,Subtraction,5,5,True,1,5,Easy,
3,2024-01-26,7,15 - 8,Subtraction,7,7,True,1,8,Easy,
3,2024-01-27,8,88 ÷ 11,Division,8,8,True,1,13,Easy,
3,2024-01-27,8,17 - 9,Subtraction,8,8,True,1,6,Easy,
3,2024-01-27,8,22 ÷ 11,Division,2,2,True,1,9,Easy,
3,2024-01-27,8,16 - 5,Subtraction,11,11,True,1,8,Easy,
3,2024-01-27,8,24 ÷ 8,Division,3,3,True,1,11,Easy,
3,2024-01-27,8,22 ÷ 11,Division,2,2,True,1,13,Easy,
3,2024-01-27,8,2 × 4,Multiplication,8,8,True,1,8,Easy,
3,2024-01-27,8,6 × 2,Multiplication,12,12,True,1,13,Easy,
3,2024-01-27,8,4 × 8,Multiplication,32,32,True,1,12,Medium,
3,2024-01-27,8,9 + 9,Addition,18,10,False,4,26,Easy,multiplication_error
3,2024-01-27,8,11 - 7,Subtraction,4,4,True,1,7,Easy,
3,2024-01-31,9,77 ÷ 11,Division,7,7,True,1,13,Easy,
3,2024-01-31,9,9 - 8,Subtraction,1,1,True,1,8,Easy,
3,2024-01-31,9,10 × 9,Multiplication,90,90,True,1,17,Hard,
3,2024-01-31,9,5 × 2,Multiplication,10,10,True,1,12,Easy,
3,2024-01-31,9,12 + 11,Addition,23,23,True,1,8,Medium,
3,2024-01-31,9,7 × 11,Multiplication,77,77,True,1,16,Hard,
3,2024-01-31,9,3 × 7,Multiplication,21,21,True,1,11,Medium,
3,2024-01-31,9,5 × 9,Multiplication,45,45,True,1,13,Medium,
3,2024-01-31,9,36 ÷ 6,Division,6,6,True,1,9,Easy,
3,2024-01-31,9,11 × 10,Multiplication,110,107,False,2,41,Hard,wrong_operation
3,2024-02-03,10,4 × 9,Multiplication,36,36,True,1,14,Medium,
3,2024-02-03,10,45 ÷ 9,Division,5,5,True,1,13,Easy,
3,2024-02-03,10,49 ÷ 7,Division,7,7,True,1,9,Easy,
3,2024-02-03,10,12 + 6,Addition,18,18,True,1,10,Easy,
3,2024-02-03,10,9 - 1,Subtraction,8,8,True,1,9,Easy,
3,2024-02-03,10,14 - 5,Subtraction,9,9,True,1,5,Easy,
3,2024-02-03,10,1 + 11,Addition,12,12,True,1,7,Easy,
3,2024-02-03,10,24 ÷ 3,Division,8,8,True,1,11,Easy,
3,2024-02-03,10,7 × 6,Multiplication,42,42,True,1,15,Medium,
3,2024-02-03,10,2 × 11,Multiplication,22,22,True,1,14,Medium,
3,2024-02-03,10,9 × 11,Multiplication,99,99,False,3,54,Hard,digit_reversal
3,2024-02-03,10,14 - 5,Subtraction,9,9,True,1,7,Easy,
3,2024-02-05,11,9 - 2,Subtraction,7,7,True,1,5,Easy,
3,2024-02-05,11,14 - 13,Subtraction,1,1,True,1,8,Easy,
3,2024-02-05,11,2 × 7,Multiplication,14,14,True,1,12,Easy,
3,2024-02-05,11,4 × 10,Multiplication,40,40,True,1,16,Medium,
3,2024-02-05,11,2 + 8,Addition,10,10,True,1,9,Easy,
3,2024-02-05,11,4 + 12,Addition,16,16,True,1,9,Easy,
3,2024-02-05,11,4 + 2,Addition,6,6,True,1,9,Easy,
3,2024-02-05,11,3 × 8,Multiplication,24,24,True,1,12,Medium,
3,2024-02-05,11,3 + 2,Addition,5,5,True,1,6,Easy,
3,2024-02-05,11,16 - 2,Subtraction,14,14,True,1,6,Easy,
3,2024-02-08,12,6 × 10,Multiplication,60,6,False,3,45,Hard,digit_reversal
3,2024-02-08,12,4 + 4,Addition,8,12,False,2,13,Easy,multiplication_error
3,2024-02-08,12,4 + 4,Addition,8,8,True,1,6,Easy,
3,2024-02-08,12,6 × 5,Multiplication,30,30,True,1,15,Medium,
3,2024-02-08,12,8 × 12,Multiplication,96,96,True,1,21,Hard,
3,2024-02-08,12,6 + 5,Addition,11,11,True,1,7,Easy,
3,2024-02-08,12,16 - 5,Subtraction,11,11,True,1,10,Easy,
3,2024-02-08,12,12 - 10,Subtraction,2,2,True,1,9,Easy,
3,2024-02-09,13,10 + 2,Addition,12,12,True,1,10,Easy,
3,2024-02-09,13,10 - 4,Subtraction,6,6,True,1,5,Easy,
3,2024-02-09,13,96 ÷ 12,Division,8,8,True,1,13,Easy,
3,2024-02-09,13,9 - 2,Subtraction,7,7,True,1,8,Easy,
3,2024-02-09,13,13 - 3,Subtraction,10,10,True,1,9,Easy,
3,2024-02-09,13,6 + 10,Addition,16,16,True,1,10,Easy,
3,2024-02-09,13,9 + 1,Addition,10,10,True,1,6,Easy,
3,2024-02-09,13,2 + 12,Addition,14,14,True,1,6,Easy,
3,2024-02-09,13,7 - 2,Subtraction,5,5,True,1,9,Easy,
3,2024-02-09,13,96 ÷ 12,Division,8,8,True,1,11,Easy,
3,2024-02-09,13,13 - 1,Subtraction,12,12,True,1,9,Easy,
3,2024-02-09,13,9 × 4,Multiplication,36,36,True,1,14,Medium,
3,2024-02-10,14,18 ÷ 9,Division,2,2,True,1,9,Easy,
3,2024-02-10,14,3 + 8,Addition,11,11,True,1,6,Easy,
3,2024-02-10,14,4 + 5,Addition,9,9,True,1,8,Easy,
3,2024-02-10,14,5 × 4,Multiplication,20,20,True,1,13,Easy,
3,2024-02-10,14,12 × 11,Multiplication,132,132,True,1,22,Hard,
3,2024-02-10,14,17 - 17,Subtraction,0,0,True,1,5,Easy,
3,2024-02-10,14,2 + 2,Addition,4,4,True,1,8,Easy,
3,2024-02-10,14,9 - 9,Subtraction,0,0,True,1,6,Easy,
3,2024-02-10,14,3 × 11,Multiplication,33,33,True,1,14,Medium,
3,2024-02-10,14,9 × 3,Multiplication,27,27,True,1,14,Medium,
3,2024-02-10,14,12 ÷ 3,Division,4,4,True,1,9,Easy,
3,2024-02-10,14,24 ÷ 3,Division,8,8,True,1,11,Easy,
3,2024-02-14,15,2 + 6,Addition,8,8,True,1,8,Easy,
3,2024-02-14,15,12 + 3,Addition,15,15,True,1,10,Easy,
3,2024-02-14,15,11 × 8,Multiplication,88,83,False,2,36,Hard,off_by_five
3,2024-02-14,15,10 - 8,Subtraction,2,2,True,1,8,Easy,
3,2024-02-14,15,100 ÷ 12,Division,8,8,True,1,11,Easy,
3,2024-02-14,15,6 + 12,Addition,18,18,True,1,7,Easy,
3,2024-02-14,15,10 - 4,Subtraction,6,6,True,1,7,Easy,
3,2024-02-14,15,9 × 7,Multiplication,63,63,True,1,18,Hard,
3,2024-02-14,15,8 + 3,Addition,11,11,True,1,8,Easy,
4,2024-01-05,1,48 ÷ 6,Division,8,8,True,1,10,Easy,
4,2024-01-05,1,18 ÷ 9,Division,2,3,False,4,38,Easy,off_by_one
4,2024-01-05,1,33 ÷ 11,Division,3,3,True,1,10,Easy,
4,2024-01-05,1,7 + 11,Addition,18,18,True,1,6,Easy,
4,2024-01-05,1,50 ÷ 10,Division,5,5,True,1,10,Easy,
4,2024-01-05,1,15 - 6,Subtraction,9,12,False,3,16,Easy,calculation_error
4,2024-01-05,1,9 + 4,Addition,13,13,True,1,8,Easy,
4,2024-01-05,1,8 × 7,Multiplication,56,61,False,2,30,Hard,off_by_five
4,2024-01-09,2,13 - 6,Subtraction,7,7,True,1,9,Easy,
4,2024-01-09,2,10 - 6,Subtraction,4,9,False,2,13,Easy,off_by_five
4,2024-01-09,2,60 ÷ 10,Division,6,6,True,1,12,Easy,
4,2024-01-09,2,3 + 8,Addition,11,11,True,1,7,Easy,
4,2024-01-09,2,5 × 5,Multiplication,25,25,True,1,11,Medium,
4,2024-01-09,2,7 - 3,Subtraction,4,4,True,1,8,Easy,
4,2024-01-09,2,2 × 4,Multiplication,8,8,True,1,12,Easy,
4,2024-01-09,2,77 ÷ 11,Division,7,7,True,1,12,Easy,
4,2024-01-09,2,36 ÷ 4,Division,9,9,True,1,9,Easy,
4,2024-01-09,2,2 × 3,Multiplication,6,6,True,1,8,Easy,
4,2024-01-09,2,12 × 12,Multiplication,144,132,False,3,66,Hard,multiplication_error
4,2024-01-13,3,96 ÷ 12,Division,8,8,True,1,12,Easy,
4,2024-01-13,3,8 × 10,Multiplication,80,81,False,2,36,Hard,off_by_one
4,2024-01-13,3,7 - 3,Subtraction,4,4,True,1,5,Easy,
4,2024-01-13,3,11 - 6,Subtraction,5,5,True,1,9,Easy,
4,2024-01-13,3,6 × 4,Multiplication,24,24,True,1,11,Medium,
4,2024-01-13,3,6 × 6,Multiplication,36,36,True,1,15,Medium,
4,2024-01-13,3,10 - 4,Subtraction,6,6,True,1,8,Easy,
4,2024-01-13,3,12 - 7,Subtraction,5,5,True,1,5,Easy,
4,2024-01-13,3,50 ÷ 10,Division,5,8,False,3,30,Easy,calculation_error
4,2024-01-13,3,50 ÷ 10,Division,5,5,True,1,12,Easy,
4,2024-01-13,3,11 - 7,Subtraction,4,4,True,1,8,Easy,
4,2024-01-15,4,6 + 12,Addition,18,18,True,1,9,Easy,
4,2024-01-15,4,60 ÷ 12,Division,5,5,True,1,11,Easy,
4,2024-01-15,4,5 + 4,Addition,9,9,True,1,7,Easy,
4,2024-01-15,4,7 × 3,Multiplication,21,25,False,4,44,Medium,wrong_operation
4,2024-01-15,4,15 - 12,Subtraction,3,2,False,3,16,Easy,off_by_one
4,2024-01-15,4,2 + 5,Addition,7,7,True,1,6,Easy,
4,2024-01-15,4,8 + 1,Addition,9,9,True,1,5,Easy,
4,2024-01-15,4,12 + 9,Addition,21,21,True,1,7,Medium,
4,2024-01-15,4,10 - 4,Subtraction,6,6,True,1,5,Easy,
4,2024-01-16,5,15 ÷ 3,Division,5,0,False,2,18,Easy,calculation_error
4,2024-01-16,5,11 - 6,Subtraction,5,13,False,3,16,Easy,multiplication_error
4,2024-01-16,5,14 - 2,Subtraction,12,12,True,1,8,Easy,
4,2024-01-16,5,7 + 6,Addition,13,13,True,1,9,Easy,
4,2024-01-16,5,11 × 4,Multiplication,44,44,True,1,12,Medium,
4,2024-01-16,5,48 ÷ 8,Division,6,6,True,1,12,Easy,
4,2024-01-16,5,9 - 6,Subtraction,3,3,True,1,9,Easy,
4,2024-01-16,5,7 × 5,Multiplication,35,23,False,4,45,Medium,multiplication_error
4,2024-01-20,6,2 + 9,Addition,11,11,True,1,8,Easy,
4,2024-01-20,6,6 ÷ 2,Division,3,3,True,1,12,Easy,
4,2024-01-20,6,10 × 12,Multiplication,120,120,True,1,22,Hard,
4,2024-01-20,6,3 + 11,Addition,14,14,True,1,7,Easy,
4,2024-01-20,6,45 ÷ 9,Division,5,0,False,2,19,Easy,multiplication_error
4,2024-01-20,6,17 - 6,Subtraction,11,11,False,4,28,Easy,digit_reversal
4,2024-01-20,6,12 × 3,Multiplication,36,36,True,1,11,Medium,
4,2024-01-20,6,16 ÷ 2,Division,8,8,True,1,13,Easy,
4,2024-01-20,6,72 ÷ 12,Division,6,6,True,1,11,Easy,
4,2024-01-21,7,8 × 2,Multiplication,16,16,True,1,13,Easy,
4,2024-01-21,7,2 + 4,Addition,6,9,False,3,17,Easy,digit_reversal
4,2024-01-21,7,9 + 3,Addition,12,12,True,1,6,Easy,
4,2024-01-21,7,9 ÷ 3,Division,3,3,True,1,13,Easy,
4,2024-01-21,7,10 × 5,Multiplication,50,5,False,3,42,Medium,digit_reversal
4,2024-01-21,7,40 ÷ 10,Division,4,0,False,2,20,Easy,multiplication_error
4,2024-01-21,7,99 ÷ 11,Division,9,4,False,3,31,Easy,calculation_error
4,2024-01-21,7,5 × 3,Multiplication,15,15,True,1,10,Easy,
4,2024-01-21,7,16 - 9,Subtraction,7,7,True,1,5,Easy,
4,2024-01-21,7,12 + 11,Addition,23,32,False,4,28,Medium,digit_reversal
4,2024-01-21,7,9 ÷ 3,Division,3,3,True,1,12,Easy,
4,2024-01-22,8,18 ÷ 2,Division,9,9,True,1,11,Easy,
4,2024-01-22,8,22 ÷ 11,Division,2,2,True,1,13,Easy,
4,2024-01-22,8,10 × 6,Multiplication,60,60,True,1,17,Hard,
4,2024-01-22,8,9 - 1,Subtraction,8,8,True,1,7,Easy,
4,2024-01-22,8,12 ÷ 3,Division,4,7,False,4,38,Easy,digit_reversal
4,2024-01-22,8,3 × 9,Multiplication,27,27,True,1,13,Medium,
4,2024-01-22,8,8 + 3,Addition,11,11,True,1,8,Easy,
4,2024-01-22,8,4 ÷ 2,Division,2,2,True,1,10,Easy,
4,2024-01-22,8,12 - 6,Subtraction,6,3,False,4,22,Easy,calculation_error
4,2024-01-22,8,8 - 1,Subtraction,7,10,False,2,12,Easy,calculation_error
4,2024-01-22,8,16 ÷ 8,Division,2,2,True,1,12,Easy,
4,2024-01-27,9,18 ÷ 9,Division,2,2,True,1,9,Easy,
4,2024-01-27,9,10 ÷ 5,Division,2,3,False,2,20,Easy,digit_reversal
4,2024-01-27,9,14 - 4,Subtraction,10,10,True,1,9,Easy,
4,2024-01-27,9,6 ÷ 3,Division,2,2,True,1,9,Easy,
4,2024-01-27,9,72 ÷ 8,Division,9,9,True,1,9,Easy,
4,2024-01-27,9,16 ÷ 4,Division,4,12,False,3,31,Easy,multiplication_error
4,2024-01-27,9,30 ÷ 5,Division,6,6,True,1,9,Easy,
4,2024-01-27,9,9 + 9,Addition,18,18,True,1,6,Easy,
4,2024-01-27,9,13 - 1,Subtraction,12,12,True,1,9,Easy,
4,2024-01-27,9,17 - 14,Subtraction,3,3,True,1,5,Easy,
4,2024-01-27,9,11 × 5,Multiplication,55,55,True,1,17,Hard,
4,2024-01-27,9,7 × 5,Multiplication,35,31,False,4,47,Medium,wrong_operation
4,2024-01-31,10,17 - 13,Subtraction,4,0,False,3,15,Easy,off_by_five
4,2024-01-31,10,8 + 7,Addition,15,15,True,1,6,Easy,
4,2024-01-31,10,6 - 5,Subtraction,1,1,True,1,6,Easy,
4,2024-01-31,10,9 × 4,Multiplication,36,36,True,1,11,Medium,
4,2024-01-31,10,1 + 3,Addition,4,4,True,1,7,Easy,
4,2024-01-31,10,45 ÷ 5,Division,9,9,True,1,13,Easy,
4,2024-01-31,10,6 - 6,Subtraction,0,0,True,1,7,Easy,
4,2024-01-31,10,6 ÷ 2,Division,3,3,True,1,13,Easy,
4,2024-01-31,10,10 + 11,Addition,21,21,True,1,7,Medium,
4,2024-01-31,10,8 + 5,Addition,13,13,True,1,6,Easy,
4,2024-01-31,10,24 ÷ 6,Division,4,3,False,4,40,Easy,off_by_one
4,2024-02-03,11,2 × 9,Multiplication,18,18,True,1,12,Easy,
4,2024-02-03,11,54 ÷ 9,Division,6,6,True,1,12,Easy,
4,2024-02-03,11,1 + 10,Addition,11,0,False,3,20,Easy,multiplication_error
4,2024-02-03,11,12 - 7,Subtraction,5,5,True,1,8,Easy,
4,2024-02-03,11,7 - 2,Subtraction,5,5,True,1,5,Easy,
4,2024-02-03,11,5 × 3,Multiplication,15,15,True,1,12,Easy,
4,2024-02-03,11,10 ÷ 5,Division,2,2,True,1,10,Easy,
4,2024-02-03,11,10 × 8,Multiplication,80,80,True,1,20,Hard,
4,2024-02-03,11,10 + 2,Addition,12,17,False,2,13,Easy,off_by_five
4,2024-02-03,11,7 × 10,Multiplication,70,65,False,4,62,Hard,wrong_operation
4,2024-02-08,12,6 + 3,Addition,9,9,True,1,6,Easy,
4,2024-02-08,12,9 + 12,Addition,21,21,True,1,7,Medium,
4,2024-02-08,12,11 × 6,Multiplication,66,66,True,1,14,Hard,
4,2024-02-08,12,10 × 8,Multiplication,80,80,False,3,49,Hard,wrong_operation
4,2024-02-08,12,24 ÷ 4,Division,6,6,True,1,13,Easy,
4,2024-02-08,12,15 - 14,Subtraction,1,1,True,1,6,Easy,
4,2024-02-08,12,16 ÷ 4,Division,4,3,False,4,38,Easy,off_by_one
4,2024-02-08,12,44 ÷ 11,Division,4,4,True,1,12,Easy,
4,2024-02-08,12,18 ÷ 2,Division,9,9,True,1,12,Easy,
4,2024-02-13,13,8 + 1,Addition,9,9,True,1,8,Easy,
4,2024-02-13,13,11 × 3,Multiplication,33,33,True,1,13,Medium,
4,2024-02-13,13,12 × 12,Multiplication,144,144,True,1,26,Hard,
4,2024-02-13,13,27 ÷ 3,Division,9,9,True,1,12,Easy,
4,2024-02-13,13,6 - 4,Subtraction,2,2,True,1,6,Easy,
4,2024-02-13,13,8 + 8,Addition,16,16,True,1,8,Easy,
4,2024-02-13,13,4 + 10,Addition,14,14,True,1,8,Easy,
4,2024-02-13,13,36 ÷ 12,Division,3,3,True,1,11,Easy,
4,2024-02-13,13,5 + 10,Addition,15,15,True,1,10,Easy,
4,2024-02-13,13,10 + 12,Addition,22,22,True,1,10,Medium,
4,2024-02-13,13,17 - 9,Subtraction,8,11,False,2,13,Easy,digit_reversal
4,2024-02-14,14,35 ÷ 7,Division,5,4,False,2,19,Easy,off_by_one
4,2024-02-14,14,6 + 5,Addition,11,11,True,1,8,Easy,
4,2024-02-14,14,11 × 3,Multiplication,33,33,True,1,13,Medium,
4,2024-02-14,14,6 - 5,Subtraction,1,1,True,1,8,Easy,
4,2024-02-14,14,12 + 11,Addition,23,23,True,1,9,Medium,
4,2024-02-14,14,12 + 8,Addition,20,15,False,2,17,Easy,off_by_five
4,2024-02-14,14,2 × 4,Multiplication,8,9,False,3,25,Easy,off_by_one
4,2024-02-14,14,6 × 8,Multiplication,48,48,True,1,15,Medium,
4,2024-02-14,14,1 + 5,Addition,6,6,True,1,7,Easy,
4,2024-02-14,14,12 × 6,Multiplication,72,72,True,1,19,Hard,
4,2024-02-14,14,7 × 6,Multiplication,42,36,False,4,48,Medium,wrong_operation
4,2024-02-14,14,10 ÷ 5,Division,2,1,False,3,29,Easy,off_by_one
4,2024-02-16,15,45 ÷ 5,Division,9,9,True,1,10,Easy,
4,2024-02-16,15,28 ÷ 7,Division,4,4,True,1,11,Easy,
4,2024-02-16,15,10 × 4,Multiplication,40,40,True,1,14,Medium,
4,2024-02-16,15,11 + 2,Addition,13,13,True,1,9,Easy,
4,2024-02-16,15,4 × 10,Multiplication,40,40,True,1,16,Medium,
4,2024-02-16,15,1 + 1,Addition,2,2,True,1,7,Easy,
4,2024-02-16,15,7 × 4,Multiplication,28,28,True,1,14,Medium,
4,2024-02-16,15,8 × 3,Multiplication,24,24,True,1,14,Medium,
4,2024-02-16,15,16 - 3,Subtraction,13,13,True,1,7,Easy,
4,2024-02-16,15,54 ÷ 6,Division,9,9,True,1,9,Easy,
4,2024-02-16,15,36 ÷ 4,Division,9,9,True,1,11,Easy,
5,2024-01-03,1,56 ÷ 8,Division,7,7,True,1,9,Easy,
5,2024-01-03,1,60 ÷ 10,Division,6,6,True,1,13,Easy,
5,2024-01-03,1,8 + 8,Addition,16,16,True,1,6,Easy,
5,2024-01-03,1,2 × 5,Multiplication,10,10,True,1,9,Easy,
5,2024-01-03,1,9 - 6,Subtraction,3,3,True,1,7,Easy,
5,2024-01-03,1,17 - 13,Subtraction,4,4,True,1,6,Easy,
5,2024-01-03,1,3 + 11,Addition,14,14,True,1,7,Easy,
5,2024-01-03,1,16 ÷ 2,Division,8,8,True,1,12,Easy,
5,2024-01-07,2,15 - 13,Subtraction,2,2,True,1,8,Easy,
5,2024-01-07,2,12 - 3,Subtraction,9,9,True,1,7,Easy,
5,2024-01-07,2,12 - 5,Subtraction,7,7,True,1,5,Easy,
5,2024-01-07,2,5 + 5,Addition,10,10,True,1,8,Easy,
5,2024-01-07,2,9 + 6,Addition,15,15,True,1,7,Easy,
5,2024-01-07,2,9 - 8,Subtraction,1,1,True,1,8,Easy,
5,2024-01-07,2,21 ÷ 3,Division,7,7,True,1,12,Easy,
5,2024-01-07,2,8 + 6,Addition,14,14,True,1,9,Easy,
5,2024-01-07,2,11 + 7,Addition,18,18,True,1,9,Easy,
5,2024-01-09,3,24 ÷ 3,Division,8,8,True,1,12,Easy,
5,2024-01-09,3,9 + 1,Addition,10,10,True,1,7,Easy,
5,2024-01-09,3,11 - 6,Subtraction,5,5,True,1,6,Easy,
5,2024-01-09,3,70 ÷ 10,Division,7,7,True,1,9,Easy,
5,2024-01-09,3,24 ÷ 12,Division,2,2,True,1,11,Easy,
5,2024-01-09,3,11 + 2,Addition,13,13,True,1,9,Easy,
5,2024-01-09,3,8 - 5,Subtraction,3,3,True,1,8,Easy,
5,2024-01-09,3,6 × 2,Multiplication,12,12,True,1,10,Easy,
5,2024-01-09,3,1 + 12,Addition,13,13,True,1,7,Easy,
5,2024-01-14,4,6 × 2,Multiplication,12,12,True,1,11,Easy,
5,2024-01-14,4,4 + 9,Addition,13,13,True,1,10,Easy,
5,2024-01-14,4,16 ÷ 4,Division,4,4,True,1,10,Easy,
5,2024-01-14,4,5 + 6,Addition,11,11,True,1,9,Easy,
5,2024-01-14,4,40 ÷ 10,Division,4,4,True,1,10,Easy,
5,2024-01-14,4,20 ÷ 4,Division,5,5,True,1,9,Easy,
5,2024-01-14,4,2 + 5,Addition,7,7,True,1,6,Easy,
5,2024-01-14,4,20 ÷ 10,Division,2,2,True,1,9,Easy,
5,2024-01-14,4,48 ÷ 8,Division,6,6,True,1,9,Easy,
5,2024-01-14,4,72 ÷ 9,Division,8,8,True,1,11,Easy,
5,2024-01-14,4,35 ÷ 7,Division,5,5,True,1,12,Easy,
5,2024-01-14,4,49 ÷ 7,Division,7,7,True,1,13,Easy,
5,2024-01-18,5,10 × 2,Multiplication,20,20,True,1,11,Easy,
5,2024-01-18,5,12 + 5,Addition,17,17,True,1,10,Easy,
5,2024-01-18,5,6 + 8,Addition,14,14,True,1,6,Easy,
5,2024-01-18,5,44 ÷ 11,Division,4,4,True,1,9,Easy,
5,2024-01-18,5,35 ÷ 7,Division,5,5,True,1,11,Easy,
5,2024-01-18,5,4 + 10,Addition,14,14,True,1,6,Easy,
5,2024-01-18,5,40 ÷ 8,Division,5,5,True,1,9,Easy,
5,2024-01-18,5,55 ÷ 11,Division,5,5,True,1,13,Easy,
5,2024-01-18,5,16 - 15,Subtraction,1,1,True,1,6,Easy,
5,2024-01-18,5,6 + 7,Addition,13,13,True,1,10,Easy,
5,2024-01-19,6,11 × 8,Multiplication,88,88,True,1,19,Hard,
5,2024-01-19,6,72 ÷ 12,Division,6,6,True,1,12,Easy,
5,2024-01-19,6,4 × 10,Multiplication,40,40,True,1,12,Medium,
5,2024-01-19,6,10 × 9,Multiplication,90,90,True,1,19,Hard,
5,2024-01-19,6,36 ÷ 9,Division,4,4,True,1,13,Easy,
5,2024-01-19,6,7 - 4,Subtraction,3,3,True,1,8,Easy,
5,2024-01-19,6,11 × 5,Multiplication,55,59,False,2,27,Hard,multiplication_error
5,2024-01-19,6,7 × 10,Multiplication,70,70,True,1,16,Hard,
5,2024-01-23,7,10 + 9,Addition,19,19,True,1,10,Easy,
5,2024-01-23,7,12 × 6,Multiplication,72,72,True,1,18,Hard,
5,2024-01-23,7,12 × 12,Multiplication,144,139,False,4,91,Hard,wrong_operation
5,2024-01-23,7,9 + 2,Addition,11,11,True,1,7,Easy,
5,2024-01-23,7,4 + 4,Addition,8,8,True,1,5,Easy,
5,2024-01-23,7,11 - 11,Subtraction,0,0,True,1,9,Easy,
5,2024-01-23,7,10 - 5,Subtraction,5,5,True,1,6,Easy,
5,2024-01-23,7,15 - 14,Subtraction,1,1,True,1,7,Easy,
5,2024-01-23,7,11 - 8,Subtraction,3,3,True,1,7,Easy,
5,2024-01-27,8,11 + 2,Addition,13,13,True,1,9,Easy,
5,2024-01-27,8,14 ÷ 7,Division,2,2,True,1,11,Easy,
5,2024-01-27,8,81 ÷ 9,Division,9,9,True,1,9,Easy,
5,2024-01-27,8,72 ÷ 12,Division,6,6,True,1,11,Easy,
5,2024-01-27,8,8 × 7,Multiplication,56,56,True,1,14,Hard,
5,2024-01-27,8,9 - 3,Subtraction,6,6,True,1,9,Easy,
5,2024-01-27,8,6 - 3,Subtraction,3,3,True,1,6,Easy,
5,2024-01-27,8,12 - 8,Subtraction,4,4,True,1,8,Easy,
5,2024-01-28,9,2 × 12,Multiplication,24,24,False,3,33,Medium,calculation_error
5,2024-01-28,9,5 + 10,Addition,15,15,True,1,9,Easy,
5,2024-01-28,9,88 ÷ 11,Division,8,8,True,1,10,Easy,
5,2024-01-28,9,27 ÷ 9,Division,3,3,True,1,11,Easy,
5,2024-01-28,9,10 - 9,Subtraction,1,1,True,1,8,Easy,
5,2024-01-28,9,10 + 4,Addition,14,14,True,1,8,Easy,
5,2024-01-28,9,8 - 1,Subtraction,7,7,True,1,9,Easy,
5,2024-01-28,9,2 × 4,Multiplication,8,8,True,1,12,Easy,
5,2024-01-28,9,8 - 3,Subtraction,5,5,True,1,7,Easy,
5,2024-01-28,9,6 - 2,Subtraction,4,11,False,2,13,Easy,wrong_operation
5,2024-01-29,10,10 + 10,Addition,20,20,True,1,10,Easy,
5,2024-01-29,10,11 × 12,Multiplication,132,132,True,1,21,Hard,
5,2024-01-29,10,10 + 1,Addition,11,11,True,1,7,Easy,
5,2024-01-29,10,60 ÷ 10,Division,6,6,True,1,11,Easy,
5,2024-01-29,10,24 ÷ 4,Division,6,6,True,1,10,Easy,
5,2024-01-29,10,4 × 8,Multiplication,32,37,False,4,48,Medium,off_by_five
5,2024-01-29,10,4 + 7,Addition,11,11,True,1,7,Easy,
5,2024-01-29,10,18 ÷ 9,Division,2,2,True,1,12,Easy,
5,2024-01-29,10,14 - 11,Subtraction,3,3,True,1,7,Easy,
5,2024-02-03,11,9 × 12,Multiplication,108,99,False,2,40,Hard,wrong_operation
5,2024-02-03,11,27 ÷ 9,Division,3,3,True,1,10,Easy,
5,2024-02-03,11,1 + 7,Addition,8,8,True,1,8,Easy,
5,2024-02-03,11,6 × 6,Multiplication,36,36,True,1,11,Medium,
5,2024-02-03,11,9 + 12,Addition,21,21,True,1,11,Medium,
5,2024-02-03,11,10 + 8,Addition,18,18,True,1,10,Easy,
5,2024-02-03,11,4 + 3,Addition,7,7,True,1,8,Easy,
5,2024-02-03,11,28 ÷ 7,Division,4,4,True,1,9,Easy,
5,2024-02-08,12,11 × 3,Multiplication,33,34,False,2,24,Medium,off_by_one
5,2024-02-08,12,10 × 12,Multiplication,120,119,False,4,84,Hard,calculation_error
5,2024-02-08,12,18 ÷ 2,Division,9,9,True,1,10,Easy,
5,2024-02-08,12,16 - 2,Subtraction,14,14,True,1,6,Easy,
5,2024-02-08,12,11 + 10,Addition,21,21,True,1,7,Medium,
5,2024-02-08,12,40 ÷ 5,Division,8,8,True,1,13,Easy,
5,2024-02-08,12,6 + 1,Addition,7,7,True,1,5,Easy,
5,2024-02-08,12,5 × 2,Multiplication,10,10,True,1,10,Easy,
5,2024-02-08,12,32 ÷ 8,Division,4,4,True,1,10,Easy,
5,2024-02-08,12,10 × 2,Multiplication,20,20,True,1,10,Easy,
5,2024-02-08,12,9 + 6,Addition,15,15,True,1,9,Easy,
5,2024-02-08,12,3 + 1,Addition,4,4,True,1,8,Easy,
5,2024-02-13,13,3 + 10,Addition,13,13,True,1,9,Easy,
